Site_Name,Date,do_percent,pH,Nitrate,Nitrite,Ammonia,Phosphorus,Chloride,Year,Month,soluble_nitrogen
East Cache Creek: Rogers Lane,2019-06-25,124.0,8.0,1.0,0.03,0.03,0.033,35.0,2019,6,1.06
East Cache Creek: Rogers Lane,2019-11-26,99.0,8.5,5.0,0.03,0.03,0.066,55.0,2019,11,5.06
Elm Creek: 66th Street North,2005-02-22,170.0,8.0,0.02,,0.1,0.07,25.0,2005,2,0.15
Elm Creek: 66th Street North,2016-12-06,81.0,7.5,0.3,0.1,0.2,0.053,180.0,2016,12,0.6
Elm Creek: 66th Street North,2017-03-17,124.0,8.0,0.3,0.03,0.03,0.047,80.0,2017,3,0.36
Elm Creek: 66th Street North,2017-05-16,105.0,8.0,0.3,0.03,0.03,0.053,100.0,2017,5,0.36
Elm Creek: 66th Street North,2017-06-21,88.0,8.0,0.3,0.03,0.03,0.047,80.0,2017,6,0.36
Elm Creek: 66th Street North,2017-12-04,105.0,8.0,0.3,0.03,0.03,0.04,95.0,2017,12,0.36
Elm Creek: 66th Street North,2018-01-23,105.0,8.0,0.3,0.03,0.03,0.047,60.0,2018,1,0.36
Elm Creek: 66th Street North,2018-02-11,108.0,7.5,0.3,0.03,0.03,0.027,85.0,2018,2,0.36
Elm Creek: 66th Street North,2018-03-19,110.0,8.0,0.3,0.03,0.03,0.027,40.0,2018,3,0.36
Elm Creek: 66th Street North,2018-04-17,100.0,8.0,0.3,0.03,0.03,0.04,55.0,2018,4,0.36
Elm Creek: 66th Street North,2018-05-17,118.0,8.0,0.3,0.03,0.03,0.06,80.0,2018,5,0.36
Elm Creek: 66th Street North,2018-06-15,66.0,7.5,0.3,0.03,0.03,0.27,65.0,2018,6,0.36
Elm Creek: 66th Street North,2018-07-10,80.0,7.5,0.3,0.03,0.03,0.27,100.0,2018,7,0.36
Elm Creek: 66th Street North,2018-08-27,105.0,7.5,0.3,0.03,0.03,0.053,60.0,2018,8,0.36
Elm Creek: 66th Street North,2018-09-06,86.0,7.5,0.3,0.03,0.03,0.027,180.0,2018,9,0.36
Elm Creek: 66th Street North,2018-10-17,88.0,7.5,0.3,0.03,0.03,0.047,160.0,2018,10,0.36
Elm Creek: 66th Street North,2018-11-19,94.0,7.5,0.3,0.03,0.03,0.047,80.0,2018,11,0.36
Elm Creek: 66th Street North,2018-12-17,98.0,8.0,2.0,0.03,0.03,0.047,35.0,2018,12,2.06
Elm Creek: 66th Street North,2019-01-17,102.0,7.5,2.0,0.03,0.03,0.02,75.0,2019,1,2.06
Elm Creek: 66th Street North,2019-02-12,100.0,7.5,2.0,0.03,0.03,0.013,25.0,2019,2,2.06
Elm Creek: 66th Street North,2019-03-19,106.0,8.0,2.0,0.15,0.03,0.02,40.0,2019,3,2.18
Elm Creek: 66th Street North,2019-04-19,73.0,8.0,0.3,0.03,0.03,0.027,60.0,2019,4,0.36
Elm Creek: 66th Street North,2019-07-24,148.0,7.75,0.3,0.03,0.03,0.02,75.0,2019,7,0.36
Elm Creek: 66th Street North,2019-09-28,86.0,8.0,0.3,0.03,0.03,0.02,90.0,2019,9,0.36
Elm Creek: 66th Street North,2019-12-19,101.0,8.2,0.3,0.03,0.1,0.013,100.0,2019,12,0.43
Elm Creek: 66th Street North,2020-02-26,88.0,7.9,0.3,0.03,0.1,0.007,100.0,2020,2,0.43
Elm Creek: 66th Street North,2020-03-29,81.0,7.9,0.3,0.03,0.03,0.007,100.0,2020,3,0.36
Elm Creek: Indian Hills Road,2007-11-01,42.0,8.0,0.5,0.08,0.1,0.027,20.0,2007,11,0.68
Elm Creek: Indian Hills Road,2007-12-06,95.0,8.0,0.5,0.08,0.1,0.007,25.0,2007,12,0.68
Elm Creek: Indian Hills Road,2008-01-04,71.0,8.0,0.5,0.08,0.1,0.007,25.0,2008,1,0.68
Elm Creek: Indian Hills Road,2008-02-07,70.0,8.0,0.5,0.08,0.1,0.007,20.0,2008,2,0.68
Elm Creek: Indian Hills Road,2008-03-06,95.0,8.0,0.5,0.08,0.1,0.033,30.0,2008,3,0.68
Elm Creek: Indian Hills Road,2008-04-02,95.0,8.0,0.5,0.08,0.1,0.007,20.0,2008,4,0.68
Elm Creek: Indian Hills Road,2008-05-01,56.0,8.0,0.5,0.08,0.1,0.007,25.0,2008,5,0.68
Elm Creek: Indian Hills Road,2008-06-05,100.0,8.0,0.5,0.08,0.1,0.007,20.0,2008,6,0.68
Elm Creek: Indian Hills Road,2008-07-03,100.0,8.0,0.5,0.08,0.1,0.007,20.0,2008,7,0.68
Elm Creek: Indian Hills Road,2009-03-14,88.0,8.0,,,0.1,0.02,20.0,2009,3,0.43
Elm Creek: Indian Hills Road,2014-11-26,75.0,7.25,0.3,0.03,0.03,0.093,20.0,2014,11,0.36
Elm Creek: Indian Hills Road,2014-12-22,84.0,7.4,0.3,0.03,0.03,0.005,15.0,2014,12,0.36
Elm Creek: Indian Hills Road,2015-01-15,91.0,7.7,0.3,0.03,0.03,0.07333,15.0,2015,1,0.36
Elm Creek: Indian Hills Road,2015-03-28,91.0,7.6,0.3,0.03,0.03,0.06,20.0,2015,3,0.36
Elm Creek: Indian Hills Road,2015-04-28,80.0,8.0,0.3,0.03,0.03,0.1,25.0,2015,4,0.36
Elm Creek: Indian Hills Road,2015-05-30,80.0,8.0,0.3,0.03,0.03,0.106,15.0,2015,5,0.36
Elm Creek: Indian Hills Road,2015-07-22,91.0,7.75,0.3,0.03,0.03,0.03,20.0,2015,7,0.36
Elm Creek: Indian Hills Road,2015-09-23,81.0,8.0,0.3,0.03,0.03,0.043,20.0,2015,9,0.36
Elm Creek: Indian Hills Road,2015-10-27,90.0,8.0,0.3,0.03,0.03,0.083,25.0,2015,10,0.36
Elm Creek: Indian Hills Road,2015-11-19,66.0,7.8,0.3,0.03,0.03,0.076,25.0,2015,11,0.36
Elm Creek: Indian Hills Road,2016-01-29,73.0,8.0,0.3,0.03,0.03,0.083,25.0,2016,1,0.36
Elm Creek: Indian Hills Road,2016-02-29,130.0,8.0,0.3,0.03,0.03,0.0533,20.0,2016,2,0.36
Elm Creek: Indian Hills Road,2016-04-06,72.0,8.0,0.3,0.03,0.03,0.0533,20.0,2016,4,0.36
Elm Creek: Indian Hills Road,2016-08-30,71.0,8.0,0.3,0.03,0.03,0.047,15.0,2016,8,0.36
Elm Creek: Indian Hills Road,2016-09-14,56.0,7.25,0.3,0.03,0.03,0.06,20.0,2016,9,0.36
Elm Creek: Indian Hills Road,2016-10-13,61.0,7.5,0.3,0.03,0.03,0.073,20.0,2016,10,0.36
Elm Creek: Indian Hills Road,2016-11-18,75.0,7.75,0.3,0.03,0.03,0.067,20.0,2016,11,0.36
Elm Creek: Indian Hills Road,2016-12-16,97.0,8.0,0.3,0.03,0.03,0.007,20.0,2016,12,0.36
Elm Creek: Indian Hills Road,2017-01-30,89.0,7.5,0.3,0.03,,0.1,,2017,1,0.36
Elm Creek: Indian Hills Road,2017-02-27,67.0,7.75,0.3,0.03,0.03,0.1,15.0,2017,2,0.36
Elm Creek: Indian Hills Road,2017-03-31,73.0,7.8,0.3,0.03,0.03,0.047,25.0,2017,3,0.36
Elm Creek: Indian Hills Road,2017-04-24,84.0,7.75,0.3,0.03,0.03,0.08,20.0,2017,4,0.36
Elm Creek: Indian Hills Road,2017-10-02,86.0,7.75,0.3,0.03,0.03,0.15,20.0,2017,10,0.36
Elm Creek: Indian Hills Road,2018-09-28,85.0,7.75,,,0.03,0.06,30.0,2018,9,0.36
Elm Creek: Indian Hills Road,2018-10-29,100.0,8.0,0.5,0.03,0.03,0.08,30.0,2018,10,0.56
Elm Creek: Indian Hills Road,2018-11-20,125.0,8.0,0.3,0.03,0.03,0.007,25.0,2018,11,0.36
Elm Creek: Indian Hills Road,2018-12-28,115.0,7.75,0.3,0.03,0.03,0.007,35.0,2018,12,0.36
Elm Creek: Indian Hills Road,2019-01-31,125.0,7.6,0.05,0.03,0.2,0.005,30.0,2019,1,0.28
Elm Creek: Indian Hills Road,2019-02-23,136.0,8.0,0.3,0.03,0.03,0.02,35.0,2019,2,0.36
Elm Creek: Indian Hills Road,2019-04-20,97.0,7.7,0.3,0.03,0.03,0.02,30.0,2019,4,0.36
Elm Creek: Indian Hills Road,2019-08-19,100.0,7.75,0.3,0.03,0.03,0.067,20.0,2019,8,0.36
Elm Creek: Indian Hills Road,2019-09-27,127.0,8.0,0.3,0.03,0.03,0.08,20.0,2019,9,0.36
Elm Creek: Indian Hills Road,2019-10-18,117.0,8.0,0.3,0.03,0.03,0.06,20.0,2019,10,0.36
Elm Creek: Indian Hills Road,2019-11-10,88.0,8.0,0.3,0.15,,,20.0,2019,11,0.48
Elm Creek: Indian Hills Road,2020-02-08,84.0,8.0,0.3,0.03,,0.04,30.0,2020,2,0.36
Ewers Creek: D0418 Road,2011-07-24,85.0,7.7,,,0.1,0.026666667,400.0,2011,7,0.43
Ewers Creek: D0418 Road,2012-07-12,85.0,7.5,,,0.2,0.04,140.0,2012,7,0.53
Ewers Creek: D0418 Road,2012-09-09,90.0,7.0,,,0.1,0.026666667,400.0,2012,9,0.43
Feather Creek: Old Hwy 51,2005-01-26,131.0,7.75,0.06,,0.03,0.02,35.0,2005,1,0.12
Feather Creek: Old Hwy 51,2005-06-24,148.0,7.75,0.06,,0.03,0.133,55.0,2005,6,0.12
Feather Creek: Old Hwy 51,2008-09-06,95.0,7.75,0.5,0.08,0.1,0.007,15.0,2008,9,0.68
Feather Creek: Old Hwy 51,2008-10-04,85.0,7.5,0.5,0.08,0.1,0.007,20.0,2008,10,0.68
Feather Creek: Old Hwy 51,2008-11-01,82.0,7.75,0.5,0.08,0.1,0.027,25.0,2008,11,0.68
Feather Creek: Old Hwy 51,2008-12-06,105.0,6.0,0.5,0.08,0.1,0.013,25.0,2008,12,0.68
Feather Creek: Old Hwy 51,2009-01-03,112.0,8.0,0.5,0.08,0.1,0.02,50.0,2009,1,0.68
Feather Creek: Old Hwy 51,2009-02-07,105.0,7.3,,,0.1,0.007,60.0,2009,2,0.43
Feather Creek: Old Hwy 51,2009-03-06,107.0,7.8,,,0.1,0.007,30.0,2009,3,0.43
Feather Creek: Old Hwy 51,2009-03-06,110.0,7.75,0.5,0.08,0.1,0.007,25.0,2009,3,0.68
Feather Creek: Old Hwy 51,2009-04-04,90.0,8.3,,,0.1,0.007,20.0,2009,4,0.43
Feather Creek: Old Hwy 51,2009-05-09,,8.0,,,0.1,,20.0,2009,5,0.43
Feather Creek: Old Hwy 51,2009-06-06,94.0,7.5,,,0.1,0.033333333,40.0,2009,6,0.43
Feather Creek: Old Hwy 51,2009-06-14,96.0,8.0,,,0.2,0.053333333,35.0,2009,6,0.53
Feather Creek: Old Hwy 51,2009-07-04,75.0,8.0,,,0.1,0.033333333,55.0,2009,7,0.43
Feather Creek: Old Hwy 51,2009-09-05,80.0,8.0,,,0.1,0.007,25.0,2009,9,0.43
Feather Creek: Old Hwy 51,2009-10-03,84.0,7.8,,,0.1,0.007,25.0,2009,10,0.43
Feather Creek: Old Hwy 51,2009-12-06,97.0,8.0,,,0.1,0.007,35.0,2009,12,0.43
Feather Creek: Old Hwy 51,2010-01-02,90.0,7.8,,,0.1,0.007,80.0,2010,1,0.43
Feather Creek: Old Hwy 51,2010-02-06,98.0,7.5,1.0,,0.1,0.033333333,15.0,2010,2,1.13
Feather Creek: Old Hwy 51,2010-03-06,109.0,8.0,,,0.1,0.007,45.0,2010,3,0.43
Feather Creek: Old Hwy 51,2010-04-11,124.0,8.5,,,0.1,0.066666667,25.0,2010,4,0.43
Feather Creek: Old Hwy 51,2010-05-01,104.0,8.0,,,0.1,0.046666667,35.0,2010,5,0.43
Feather Creek: Old Hwy 51,2010-06-06,96.0,7.5,0.5,0.1,0.1,0.066666667,35.0,2010,6,0.7
Feather Creek: Old Hwy 51,2010-08-07,,8.0,,,0.1,0.02,35.0,2010,8,0.43
Feather Creek: Old Hwy 51,2010-09-05,74.0,7.9,,,,0.033333333,30.0,2010,9,0.36
Feather Creek: Old Hwy 51,2011-05-22,80.0,7.8,,0.1,0.1,0.023333333,70.0,2011,5,0.5
Feather Creek: Old Hwy 51,2011-06-26,19.0,7.8,,,0.2,0.066666667,40.0,2011,6,0.53
Feather Creek: Old Hwy 51,2011-07-24,,,,,,,,2011,7,0.36
Feather Creek: Old Hwy 51,2011-10-08,,7.8,0.5,0.08,0.2,0.08,10.0,2011,10,0.78
Feather Creek: Old Hwy 51,2011-12-04,110.0,8.3,1.5,,0.1,0.007,25.0,2011,12,1.63
Feather Creek: Old Hwy 51,2012-02-18,80.0,8.0,1.0,,,0.007,25.0,2012,2,1.06
Feather Creek: Old Hwy 51,2012-03-17,85.0,7.8,1.5,,0.1,0.053333333,75.0,2012,3,1.63
Feather Creek: Old Hwy 51,2012-04-21,78.0,7.8,1.5,,0.2,0.1,30.0,2012,4,1.73
Feather Creek: Old Hwy 51,2012-05-19,80.0,8.0,1.5,,,,,2012,5,1.56
Feather Creek: Old Hwy 51,2012-06-16,,8.0,1.0,,0.1,0.026666667,35.0,2012,6,1.13
Feather Creek: Old Hwy 51,2012-11-12,70.0,8.0,1.0,,0.2,0.066666667,20.0,2012,11,1.23
Feather Creek: Old Hwy 51,2013-01-17,91.0,8.0,0.3,0.03,0.03,0.005,30.0,2013,1,0.36
Feather Creek: Old Hwy 51,2013-04-30,,8.5,0.3,0.03,0.03,0.005,25.0,2013,4,0.36
Feather Creek: Old Hwy 51,2013-07-17,70.0,7.75,0.5,0.03,0.03,0.027,35.0,2013,7,0.56
Feather Creek: Old Hwy 51,2014-05-24,56.0,7.57,0.3,0.03,0.1,0.02,40.0,2014,5,0.43
Feather Creek: Old Hwy 51,2014-06-29,74.0,7.4,0.3,0.03,0.03,0.027,30.0,2014,6,0.36
Feather Creek: Old Hwy 51,2014-08-02,,,,,,,,2014,8,0.36
Feather Creek: Old Hwy 51,2015-02-05,79.0,7.8,0.3,0.03,0.03,0.06,25.0,2015,2,0.36
Feather Creek: Old Hwy 51,2016-02-09,145.0,8.0,0.3,0.03,0.03,0.04,60.0,2016,2,0.36
Feather Creek: Old Hwy 51,2016-03-22,138.0,8.5,0.3,0.03,0.03,0.033,45.0,2016,3,0.36
Feather Creek: Old Hwy 51,2016-05-23,135.0,8.0,0.3,0.03,0.03,0.033,80.0,2016,5,0.36
Feather Creek: Old Hwy 51,2016-07-18,149.0,8.0,2.0,0.03,0.03,0.013,30.0,2016,7,2.06
Feather Creek: Old Hwy 51,2016-10-25,79.0,7.5,2.0,0.03,0.03,0.007,20.0,2016,10,2.06
Feather Creek: Old Hwy 51,2017-06-10,110.0,7.5,0.3,0.03,0.03,0.043,40.0,2017,6,0.36
Feather Creek: Old Hwy 51,2017-07-15,85.0,7.5,0.3,0.03,0.2,0.027,35.0,2017,7,0.53
Feather Creek: Old Hwy 51,2017-08-26,69.0,7.0,0.3,0.03,0.2,0.06,30.0,2017,8,0.53
Feather Creek: Old Hwy 51,2017-09-30,57.0,7.3,0.3,0.03,0.2,0.033,25.0,2017,9,0.53
Feather Creek: Old Hwy 51,2017-10-28,71.0,7.5,0.3,0.03,0.1,0.02,30.0,2017,10,0.43
Feather Creek: Old Hwy 51,2017-11-30,87.0,7.5,0.3,0.03,0.3,0.007,60.0,2017,11,0.63
Feather Creek: Old Hwy 51,2017-12-30,140.0,7.5,0.3,0.03,0.3,0.033,70.0,2017,12,0.63
Feather Creek: Old Hwy 51,2018-01-15,140.0,7.5,0.3,0.03,0.2,0.033,65.0,2018,1,0.53
Feather Creek: Old Hwy 51,2018-02-27,93.0,7.5,0.3,0.03,0.2,0.027,30.0,2018,2,0.53
Feather Creek: Old Hwy 51,2018-03-31,110.0,8.0,0.3,0.03,0.2,0.04,65.0,2018,3,0.53
Feather Creek: Old Hwy 51,2018-04-29,132.0,8.0,0.3,0.03,0.2,0.033,65.0,2018,4,0.53
Feather Creek: Old Hwy 51,2018-05-25,76.0,8.5,0.3,0.03,0.2,0.047,60.0,2018,5,0.53
Feather Creek: Old Hwy 51,2018-06-30,51.0,7.5,0.3,0.03,0.2,0.047,40.0,2018,6,0.53
Feather Creek: Old Hwy 51,2018-07-31,137.0,8.5,0.3,0.03,0.3,0.047,30.0,2018,7,0.63
Feather Creek: Old Hwy 51,2018-08-31,126.0,7.5,0.3,0.03,0.4,0.047,35.0,2018,8,0.73
Feather Creek: Old Hwy 51,2019-03-16,94.0,7.2,0.3,0.03,0.03,0.067,35.0,2019,3,0.36
Feather Creek: Old Hwy 51,2019-04-27,96.0,7.5,0.3,0.03,0.02,0.04,45.0,2019,4,0.35
Feather Creek: Old Hwy 51,2019-06-29,115.0,7.5,0.5,0.03,0.03,0.013,50.0,2019,6,0.56
Feather Creek: Old Hwy 51,2020-06-04,96.0,7.5,0.3,0.03,0.03,0.02,80.0,2020,6,0.36
Flat Rock Creek: E1140 Road,2006-09-22,130.0,7.8,0.5,0.08,,0.027,45.0,2006,9,0.61
Flat Rock Creek: E1140 Road,2009-02-13,86.0,6.0,0.5,0.08,0.1,0.007,110.0,2009,2,0.68
Flat Rock Creek: Hwy 75,2005-02-05,136.0,8.0,0.3,,0.03,0.005,120.0,2005,2,0.36
Flat Rock Creek: Hwy 75,2005-03-26,108.0,7.8,0.2,,0.1,0.3,85.0,2005,3,0.33
Flat Rock Creek: Hwy 75,2005-06-01,137.0,7.5,0.02,,0.03,0.007,60.0,2005,6,0.08
Flat Rock Creek: Hwy 75,2005-09-05,100.0,7.5,0.04,,0.03,,50.0,2005,9,0.1
Flat Rock Creek: Hwy 75,2005-11-02,83.0,7.5,1.0,,0.03,0.005,,2005,11,1.06
Flat Rock Creek: Hwy 75,2006-01-21,95.0,7.7,0.5,0.08,0.1,0.007,300.0,2006,1,0.68
Flat Rock Creek: Hwy 75,2006-04-02,90.0,7.6,1.0,0.08,0.1,0.113,65.0,2006,4,1.18
Flat Rock Creek: Hwy 75,2006-07-28,140.0,8.0,0.5,0.08,0.1,0.02,60.0,2006,7,0.68
Flat Rock Creek: Hwy 75,2007-04-26,95.0,7.4,0.5,0.08,0.1,0.027,65.0,2007,4,0.68
Flat Rock Creek: Hwy 75,2007-06-25,100.0,7.7,0.5,0.08,0.2,0.073,65.0,2007,6,0.78
Flat Rock Creek: Hwy 75,2007-11-11,86.0,8.0,0.5,0.08,,0.007,90.0,2007,11,0.61
Flat Rock Creek: Hwy 75,2008-03-30,78.0,7.75,1.0,0.08,0.1,0.007,5.0,2008,3,1.18
Flat Rock Creek: Hwy 75,2008-06-25,150.0,8.0,0.5,0.08,0.1,0.007,300.0,2008,6,0.68
Flat Rock Creek: Hwy 75,2008-10-02,110.0,6.0,0.5,0.08,0.1,0.007,80.0,2008,10,0.68
Flat Rock Creek: Hwy 75,2008-11-17,100.0,6.0,0.5,0.08,0.1,0.007,40.0,2008,11,0.68
Flat Rock Creek: Hwy 75,2009-01-21,87.0,6.0,0.5,0.08,0.1,0.007,120.0,2009,1,0.68
Flat Rock Creek: Hwy 75,2009-04-10,113.0,6.0,0.5,0.08,0.1,0.007,95.0,2009,4,0.68
Flat Rock Creek: Hwy 75,2009-05-25,152.0,7.0,0.5,0.08,0.1,0.007,80.0,2009,5,0.68
Flat Rock Creek: Hwy 75,2009-10-23,102.0,7.0,0.5,0.08,0.1,0.007,65.0,2009,10,0.68
Flat Rock Creek: Hwy 75,2009-11-20,100.0,7.0,0.5,0.08,0.1,0.007,80.0,2009,11,0.68
Flat Rock Creek: Hwy 75,2010-01-15,95.0,6.5,,,0.1,0.007,380.0,2010,1,0.43
Flat Rock Creek: Hwy 75,2010-04-02,71.0,6.0,0.5,,,0.106666667,60.0,2010,4,0.56
Flat Rock Creek: Hwy 75,2010-06-17,90.0,6.0,,,0.1,0.007,45.0,2010,6,0.43
Flat Rock Creek: Hwy 75,2010-07-29,130.0,8.2,0.5,0.08,0.1,0.047,60.0,2010,7,0.68
Flat Rock Creek: Hwy 75,2010-08-31,93.0,7.75,0.5,0.08,0.1,0.007,45.0,2010,8,0.68
Flat Rock Creek: Hwy 75,2010-10-23,100.0,7.5,0.5,0.08,0.1,0.007,35.0,2010,10,0.68
Flat Rock Creek: Hwy 75,2010-11-13,83.0,7.5,0.5,0.08,0.1,0.233,20.0,2010,11,0.68
Flat Rock Creek: Hwy 75,2010-12-11,87.0,7.67,0.5,0.08,0.1,0.007,75.0,2010,12,0.68
Flat Rock Creek: Hwy 75,2012-01-25,101.0,8.2,,,0.1,0.007,50.0,2012,1,0.43
Flat Rock Creek: Hwy 75,2012-02-25,104.0,7.1,,,0.1,0.007,50.0,2012,2,0.43
Flat Rock Creek: Hwy 75,2012-03-17,65.0,8.1,,,0.1,0.007,80.0,2012,3,0.43
Flat Rock Creek: Hwy 75,2012-04-30,94.0,7.1,,,0.1,0.046666667,30.0,2012,4,0.43
Flat Rock Creek: Hwy 75,2012-06-28,,7.3,,,0.1,0.015,40.0,2012,6,0.43
Flat Rock Creek: Hwy 75,2012-07-26,140.0,7.6,,,0.1,0.053333333,20.0,2012,7,0.43
Flat Rock Creek: Hwy 75,2013-01-30,,6.5,,,0.1,0.04,35.0,2013,1,0.43
Flat Rock Creek: Hwy 75,2013-03-16,78.0,7.1,,,0.1,0.000666667,,2013,3,0.43
Flat Rock Creek: Hwy 75,2014-06-30,124.0,7.7,0.5,0.03,0.03,0.027,40.0,2014,6,0.56
Flat Rock Creek: Hwy 75,2014-10-04,87.0,7.5,0.3,0.03,0.03,0.005,30.0,2014,10,0.36
Flat Rock Creek: Hwy 75,2015-02-11,105.0,8.1,0.3,0.03,0.1,0.013,60.0,2015,2,0.43
Flat Rock Creek: Hwy 75,2015-03-27,114.0,8.0,0.3,0.03,0.1,0.06,400.0,2015,3,0.43
Flat Rock Creek: Hwy 75,2015-05-12,,8.0,0.3,0.03,0.03,0.005,90.0,2015,5,0.36
Flat Rock Creek: Hwy 75,2015-06-26,,7.8,0.3,0.03,0.03,0.005,95.0,2015,6,0.36
Flat Rock Creek: Hwy 75,2015-07-31,,8.5,0.3,0.03,0.03,0.005,105.0,2015,7,0.36
Flat Rock Creek: Hwy 75,2015-08-28,144.0,8.5,,,0.03,0.005,70.0,2015,8,0.36
Flat Rock Creek: Hwy 75,2015-09-28,137.0,7.7,0.3,0.03,,0.005,60.0,2015,9,0.36
Flat Rock Creek: Hwy 75,2015-11-29,95.0,7.7,0.3,0.03,,0.005,50.0,2015,11,0.36
Flat Rock Creek: Hwy 75,2016-01-28,67.0,6.6,0.3,0.03,0.03,0.005,140.0,2016,1,0.36
Flat Rock Creek: Hwy 75,2017-05-26,,7.8,0.3,0.03,0.03,0.005,85.0,2017,5,0.36
Flat Rock Creek: Hwy 75,2017-06-25,86.0,8.0,0.3,0.03,0.03,0.013,55.0,2017,6,0.36
Flat Rock Creek: Hwy 75,2017-07-23,70.0,8.0,0.3,0.03,0.1,0.02,45.0,2017,7,0.43
Flat Rock Creek: Hwy 75,2017-11-25,88.0,8.0,0.3,0.03,0.1,0.0167,55.0,2017,11,0.43
Flat Rock Creek: Hwy 75,2017-12-30,101.0,7.8,0.3,0.03,0.1,0.005,55.0,2017,12,0.43
Flat Rock Creek: Hwy 75,2018-02-03,115.0,8.0,0.3,0.03,0.03,0.005,50.0,2018,2,0.36
Flat Rock Creek: Hwy 75,2018-03-03,60.0,8.0,0.3,0.03,0.05,0.005,75.0,2018,3,0.38
Flat Rock Creek: Hwy 75,2018-04-08,106.0,8.0,0.3,0.03,0.03,0.005,75.0,2018,4,0.36
Flat Rock Creek: Hwy 75,2018-05-06,111.0,8.0,0.3,0.03,0.03,0.005,80.0,2018,5,0.36
Flat Rock Creek: Hwy 75,2018-06-03,100.0,7.8,0.3,0.03,0.03,0.005,35.0,2018,6,0.36
Flat Rock Creek: Hwy 75,2018-08-05,77.0,8.0,0.3,0.03,0.03,0.08,30.0,2018,8,0.36
Flat Rock Creek: Hwy 75,2018-09-07,96.0,7.8,1.0,0.03,0.03,0.033,30.0,2018,9,1.06
Flat Rock Creek: Hwy 75,2018-10-08,156.0,8.0,0.3,0.03,0.03,0.005,60.0,2018,10,0.36
Flat Rock Creek: Hwy 75,2018-11-03,142.0,8.0,0.3,0.03,0.03,0.06,40.0,2018,11,0.36
Flat Rock Creek: Hwy 75,2018-12-01,94.0,7.5,1.0,0.03,,0.25,40.0,2018,12,1.06
Flat Rock Creek: Hwy 75,2019-01-06,105.0,7.8,1.0,0.03,0.03,0.04,75.0,2019,1,1.06
Flat Rock Creek: Hwy 75,2019-02-06,99.0,8.0,0.3,0.03,0.03,0.005,120.0,2019,2,0.36
Flat Rock Creek: Hwy 75,2019-03-08,132.0,8.0,1.0,0.03,0.03,0.005,140.0,2019,3,1.06
Flat Rock Creek: Hwy 75,2019-04-07,95.0,7.8,0.3,0.03,0.03,0.005,95.0,2019,4,0.36
Flat Rock Creek: Hwy 75,2019-05-05,100.0,7.8,0.3,0.03,0.03,0.08,65.0,2019,5,0.36
Flatrock Creek: Peoria,2020-05-30,,8.0,0.3,0.03,0.03,0.005,160.0,2020,5,0.36
Flatrock Creek: Peoria,2020-06-28,115.0,8.0,0.3,0.03,0.03,0.005,260.0,2020,6,0.36
Flatrock Creek: Peoria,2020-09-13,,8.5,0.3,0.03,0.03,0.005,140.0,2020,9,0.36
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-01-29,115.0,7.0,,,0.7,0.127,15.0,2005,1,1.03
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-02-19,78.0,7.5,10.99,,0.03,0.167,20.0,2005,2,11.05
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-03-25,45.0,7.5,0.9,,0.03,0.14,20.0,2005,3,0.96
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-04-23,105.0,8.0,2.5,,0.03,0.153,15.0,2005,4,2.56
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-05-22,100.0,7.8,0.4,,0.03,0.16,15.0,2005,5,0.46
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-06-26,120.0,7.7,0.7,,0.03,0.18,20.0,2005,6,0.76
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-07-30,109.0,7.5,1.8,0.03,0.03,0.18,25.0,2005,7,1.86
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-08-20,100.0,7.5,1.8,0.03,0.03,0.18,25.0,2005,8,1.86
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-09-18,84.0,7.5,2.0,0.03,0.1,0.146,30.0,2005,9,2.13
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-10-22,114.0,7.5,2.0,0.03,0.1,0.033,35.0,2005,10,2.13
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-11-13,89.0,7.5,2.0,0.03,0.03,0.073,30.0,2005,11,2.06
"Flint Creek: Fiddlers Bend, Above Illinois River",2005-12-18,94.0,7.6,2.0,0.03,0.03,0.047,25.0,2005,12,2.06
"Flint Creek: Fiddlers Bend, Above Illinois River",2006-01-21,129.0,7.8,2.0,0.03,0.1,0.013,40.0,2006,1,2.13
"Flint Creek: Fiddlers Bend, Above Illinois River",2006-02-18,110.0,7.6,2.0,0.03,0.03,0.08,30.0,2006,2,2.06
"Flint Creek: Fiddlers Bend, Above Illinois River",2006-03-11,90.0,7.8,4.0,0.08,0.1,0.206,40.0,2006,3,4.18
"Flint Creek: Fiddlers Bend, Above Illinois River",2006-04-23,95.0,7.5,2.0,0.08,0.1,0.173,30.0,2006,4,2.18
"Flint Creek: Fiddlers Bend, Above Illinois River",2006-05-20,107.0,7.6,3.0,0.08,0.1,0.2,25.0,2006,5,3.18
"Flint Creek: Fiddlers Bend, Above Illinois River",2006-06-18,105.0,7.8,3.0,0.08,0.1,0.167,30.0,2006,6,3.18
