Task,SiteName,WBID,IR_WBID,Latitude,Longitude,COMID,Date,Year,Cycle,PCID,County,Basin,RiverBasin,HUC_8,HUC_12,L4_Ecoregion,L3_Ecoregion,Mod_Ecoregion,StreamOrder,Watershed_Area,F.WP,WQ.Score,WQ.Grade,Bug.Score,Bug.Grade,Fish.Score,Fish.Grade,Habitat.Score,Habitat.Grade,Overall.Score,Letter.Grade
Blue Thumb,Fourche Maline Creek:  Black Loop,OK220100-04-0020P,OK220100040020_10,34.9184,-95.2174,6049228,8/9/2001,2001,1,OK220100-04-0020P_1,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,218.2761,WWAC,NA,,0.48634992,F,NA,,NA,,0.48634992,F
Blue Thumb,Fourche Maline Creek:  Black Loop,OK220100-04-0020P,OK220100040020_10,34.9184,-95.2174,6049228,7/6/2011,2011,3,OK220100-04-0020P_3,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,218.2761,WWAC,NA,,0.607020804,D,0.851851852,B,0.822064692,B,0.760312449,C
Blue Thumb,Fourche Maline Creek:  Black Loop,OK220100-04-0020P,OK220100040020_10,34.9184,-95.2174,6049228,6/7/2007,2007,2,OK220100-04-0020P_2,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,218.2761,WWAC,NA,,0.743151861,C,0.925925926,A,1,A,0.889692596,B
Blue Thumb,Fourche Maline Creek:  Centerpoint Road,OK220100-04-0020T,OK220100040020_10,34.9334,-95.321,6049202,8/24/2006,2006,2,OK220100-04-0020T_2,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,74.3148,WWAC,NA,,0.575219189,F,0.4814815,F,0.903935917,A,0.653545535,D
Blue Thumb,Fourche Maline Creek:  Centerpoint Road,OK220100-04-0020T,OK220100040020_10,34.9334,-95.321,6049202,1/25/2001,2001,1,OK220100-04-0020T_1,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,74.3148,WWAC,NA,,0.512850438,F,NA,,NA,,0.512850438,F
Blue Thumb,Fourche Maline Creek:  Robbers Cave State Park,OK220100-04-0020X,OK220100040020_10,35.00280556,-95.336,6042302,7/27/2001,2001,1,OK220100-04-0020X_1,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,18.0225,WWAC,NA,,0.798493355,B,0.555555556,F,NA,,0.677024456,D
Blue Thumb,Fourche Maline Creek:  Robbers Cave State Park,OK220100-04-0020X,OK220100040020_10,35.00280556,-95.336,6042302,6/6/2007,2007,2,OK220100-04-0020X_2,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,18.0225,WWAC,NA,,0.852327338,B,0.7777778,C,1,A,0.876701713,B
Blue Thumb,Fourche Maline Creek:  Robbers Cave State Park,OK220100-04-0020X,OK220100040020_10,35.00280556,-95.336,6042302,3/10/2011,2011,3,OK220100-04-0020X_3,Latimer,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,18.0225,WWAC,NA,,0.705555433,C,NA,,NA,,0.705555433,C
Blue Thumb,Fourmile Creek:  Adams Park,OK520530-00-0060M,OK520530000060_00,35.53243,-97.97684,391696,6/2/2014,2014,3,OK520530-00-0060M_3,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,32.3739,WWAC,NA,,0.647306667,D,0.4915103,F,0.668725505,D,0.602514157,D
Blue Thumb,Fourmile Creek:  Adams Park,OK520530-00-0060M,OK520530000060_00,35.53243,-97.97684,391696,7/29/2019,2019,4,OK520530-00-0060M_4,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,32.3739,WWAC,NA,,0.504791166,F,0.6702413,D,0.431624536,F,0.535552334,F
Blue Thumb,Fourmile Creek:  Adams Park,OK520530-00-0060M,OK520530000060_00,35.53243,-97.97684,391696,6/19/2009,2009,2,OK520530-00-0060M_2,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,32.3739,WWAC,NA,,0.637175809,D,0.670241287,D,0.627515763,D,0.64497762,D
Blue Thumb,Frazier Creek: Williams,OK410310-02-0030D,OK410310020030_00,34.6998,-94.97273,587132,3/9/2021,2021,4,OK410310-02-0030D_4,LeFlore,L Red,Little R.,11140105,1.11401E+11,Athens Plateau,Ouachita Mountains,Ouachita Mountains,3,44.0478,WWAC,NA,,0.558645729,F,NA,,NA,,0.558645729,F
Blue Thumb,Fred Creek:  Evanston,OK120420-01-0060G,OK120420010060_00,36.0515,-95.9469,367983,1/27/2016,2016,4,OK120420-01-0060G_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,6.3612,WWAC,NA,,0.594510514,F,NA,,NA,,0.594510514,F
Blue Thumb,Fred Creek:  Evanston,OK120420-01-0060G,OK120420010060_00,36.0515,-95.9469,367983,8/16/2007,2007,2,OK120420-01-0060G_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,6.3612,WWAC,NA,,0.414957625,F,0.483516484,F,0.876464968,B,0.591646359,F
Blue Thumb,Fred Creek:  Evanston,OK120420-01-0060G,OK120420010060_00,36.0515,-95.9469,367983,2/23/2021,2021,5,OK120420-01-0060G_5,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,6.3612,WWAC,NA,,NA,,NA,,0.513021259,F,0.513021259,F
Blue Thumb,Fred Creek:  Evanston,OK120420-01-0060G,OK120420010060_00,36.0515,-95.9469,367983,6/30/2015,2015,3,OK120420-01-0060G_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,6.3612,WWAC,NA,,0.691123193,D,0.6593407,D,0.726,C,0.692154631,D
Blue Thumb,Fred Creek:  Evanston,OK120420-01-0060G,OK120420010060_00,36.0515,-95.9469,367983,1/5/2001,2001,1,OK120420-01-0060G_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,6.3612,WWAC,NA,,0.40953342,F,NA,,NA,,0.40953342,F
Blue Thumb,Fred Creek:  Pebble,OK120420-01-0060K,OK120420010060_00,36.057186,-95.935454,367971,9/3/2009,2009,2,OK120420-01-0060K_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,2.3589,WWAC,NA,,0.548599716,F,NA,,NA,,0.548599716,F
Blue Thumb,Gobbler Creek Trib:  EW 132 Road,OK220600-01-0165D,,35.10157,-96.08332,513849,6/24/2010,2010,2,OK220600-01-0165D_2,Hughes,Arkansas-Canadian,Canadian R.,11090204,1.10902E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,49.7736,,NA,,0.466638706,F,0.4814815,F,0.849015973,B,0.599045393,D
Blue Thumb,Guy James Creek: NW Eubanks St.,OK520710-02-0140T,OK520710020140_00,35.5074,-97.51885,533253,6/14/2018,2018,4,OK520710-02-0140T_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Prairie Tableland,Central Great Plains,Cross Timbers,1,10.233,WWAC,NA,,0.40418945,F,0.3076923,F,0.964097598,A,0.558659783,F
Blue Thumb,Guy James Creek: NW Eubanks St.,OK520710-02-0140T,OK520710020140_00,35.5074,-97.51885,533253,8/29/2014,2014,3,OK520710-02-0140T_3,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Prairie Tableland,Central Great Plains,Cross Timbers,1,10.233,WWAC,NA,,0.345603714,F,0.3076923,F,0.93391146,A,0.529069158,F
Blue Thumb,Guy Sandy Creek,OK310800-02-0130D,OK310800020130_00,34.519045,-97.025526,19958010,1/19/2021,2020,4,OK310800-02-0130D_4,Murray,Washita-Red,Washita R.,11130303,1.11303E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,89.8308,WWAC,0.8125,B,0.759257563,C,0.981684967,A,0.766964799,C,0.83,B
Blue Thumb,Guy Sandy Creek,OK310800-02-0130D,OK310800020130_00,34.51904,-97.02553,19958010,1/19/2021,2019,4,OK310800-02-0130D_4,Murray,Washita-Red,Washita R.,11130303,1.11303E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,89.8308,WWAC,0.8125,B,0.759257563,C,0.981684967,A,0.766964799,C,0.83,B
Blue Thumb,Hager Creek: E 91st St,OK120420-02-0020K,,36.0319444,-95.9980555,367993,5/27/2014,2014,NA,NA,Tulsa,NA,Arkansas R.,11110101,NA,Osage Cuestas,Central Irregular Plains,NA,1,8.1414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Haikey Creek Tributary:  Wolf Creek Park Bridge,OK120410-01-0240N,OK120410010240_00,36.024557,-95.822941,368019,2/6/2019,2019,4,OK120410-01-0240N_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,NA,WWAC,NA,,0.36094736,F,NA,,NA,,0.36094736,F
Blue Thumb,Haikey Creek:  121st Street,OK120410-01-0210G,OK120410010210_00,35.98833333,-95.85166667,369571,1/30/2016,2016,4,OK120410-01-0210G_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,71.7939,WWAC,NA,,0.573402676,F,NA,,NA,,0.573402676,F
Blue Thumb,Haikey Creek:  121st Street,OK120410-01-0210G,OK120410010210_00,35.98833333,-95.85166667,369571,8/26/2002,2002,1,OK120410-01-0210G_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,71.7939,WWAC,NA,,0.452182298,F,0.6410256,D,NA,,0.546603949,F
Blue Thumb,Haikey Creek:  121st Street,OK120410-01-0210G,OK120410010210_00,35.98833333,-95.85166667,369571,7/24/2012,2012,3,OK120410-01-0210G_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,71.7939,WWAC,NA,,0.524165134,F,NA,,NA,,0.524165134,F
Blue Thumb,Haikey Creek:  121st Street,OK120410-01-0210G,OK120410010210_00,35.98833333,-95.85166667,369571,7/25/2007,2007,2,OK120410-01-0210G_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,71.7939,WWAC,NA,,0.450477056,F,0.641025641,D,0.828364678,B,0.639955792,D
Blue Thumb,Haikey Creek: Aspen Creek Park,OK120410-01-0210Y,OK120410010210_00,36.049531,-95.811367,368019,7/5/2019,2019,4,OK120410-01-0210Y_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,50.6403,WWAC,NA,,0.314251998,F,NA,,NA,,0.314251998,F
Blue Thumb,Haikey Tributary: Regent Preparatory School,OK120410-01-0230T,OK120410010230_00,36.03848,-95.88335,367999,3/2/2011,2011,3,OK120410-01-0230T_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,14.9976,WWAC,NA,,0.428668975,F,NA,,NA,,0.428668975,F
Blue Thumb,Harlow Creek:  Edison,OK120420-01-0170F,OK120420010170_00,36.1610277,-96.0434444,368609,6/8/2006,2006,2,OK120420-01-0170F_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,12.969,WWAC,NA,,0.657405625,D,0.4835165,F,0.969558655,A,0.703493593,C
Blue Thumb,Harlow Creek:  Edison,OK120420-01-0170F,OK120420010170_00,36.1610277,-96.0434444,368609,2/11/2017,2017,4,OK120420-01-0170F_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,12.969,WWAC,NA,,0.487134733,F,NA,,NA,,0.487134733,F
Blue Thumb,Harlow Creek:  Edison,OK120420-01-0170F,OK120420010170_00,36.1610277,-96.0434444,368609,1/9/2004,2004,1,OK120420-01-0170F_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,12.969,WWAC,NA,,0.6944361,D,NA,,NA,,0.6944361,D
Blue Thumb,Headquarters Creek: Scott,OK620900-03-0060N,OK620900030060_00,35.898955,-96.99832,496452,3/10/2015,2015,3,OK620900-03-0060N_3,Lincoln,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,53.8353,WWAC,NA,,0.760541022,C,NA,,NA,,0.760541022,C
Blue Thumb,Hickory Creek: Hwy 70,OK311100-02-0010W,OK311100020010_10,34.172433,-97.174944,423320,3/13/2015,2015,3,OK311100-02-0010W_3,Carter,Washita-Red,Upper Red R.,11130210,1.11302E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,1,24.093,WWAC,NA,,0.524449433,F,NA,,NA,,0.524449433,F
Blue Thumb,Hog Creek,OK520810-00-0030D,OK520810000030_00,35.3195,-97.2497,482070,10/14/2014,2013,3,OK520810-00-0030D_3,Cleveland,Arkansas-Canadian,Canadian R.,11090203,1.10902E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,125.0154,WWAC,0.9375,A,0.77059675,C,0.659340659,D,0.808828469,B,0.79406647,C
Blue Thumb,Hog Creek,OK520810-00-0030D,OK520810000030_00,35.3195,-97.2497,482070,1/22/2020,2018,4,OK520810-00-0030D_4,Cleveland,Arkansas-Canadian,Canadian R.,11090203,1.10902E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,125.0154,WWAC,1,A,0.866556,B,0.747252746,C,1,A,0.903452186,A
Blue Thumb,Holi-Tuska Trib,OK220100-01-0045A,OK220100010045_00,35.219305,-94.637633,6039308,2/19/2014,2014,3,OK220100-01-0045A_3,Le Flore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,4.8942,WWAC,NA,,0.321806852,F,NA,,NA,,0.321806852,F
Blue Thumb,Holi-Tuska: Grants Farm,OK220100-01-0040P,OK220100010040_00,35.2190049,-94.63772899,6039326,2/19/2014,2014,3,OK220100-01-0040P_3,Le Flore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,30.1356,WWAC,NA,,0.673287583,D,NA,,NA,,0.673287583,D
Blue Thumb,Holson Creek: D4598 (Summerfield),OK220100-04-0030K,OK220100040030_00,34.840533,-94.853164,6047966,9/20/2010,2010,NA,NA,LeFlore,NA,Arkansas R.,11110105,NA,Fourche Mountains,Ouachita Mountains,NA,4,147.5856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Hominy Creek:  Cotton Gin Road,OK121300-04-0010G,OK121300040010_00,36.33929722,-96.04857778,850445,9/10/2004,2004,1,OK121300-04-0010G_1,Osage,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,4,992.9097,WWAC,NA,,1.030517518,A,NA,,NA,,1.030517518,A
Blue Thumb,"Hominy Creek:  D 0410, Cotton Gin Road",OK121300-04-0280B,OK121300040280_00,36.4245277,-96.3370277,848179,2/18/2004,2004,NA,NA,Osage,NA,Arkansas R.,11070107,NA,Northern Cross Timbers,Cross Timbers,NA,3,352.0719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Honey Creek:  Berry Bluff,OK121600-03-0445J,OK621200050250_00,36.54222222,-97.71052778,20968660,8/27/2002,2002,1,OK121600-03-0445J_1,Delaware,Cimarron-Upper Arkansas,Arkansas R.,11060006,1.106E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,11.664,WWAC,NA,,0.845803251,B,1.563896336,A,NA,,1.204849793,A
Blue Thumb,Honey Creek:  Berry Bluff,OK121600-03-0445J,OK621200050250_00,36.54222222,-94.71052778,7583213,2/1/2006,2006,2,OK121600-03-0445J_2,Delaware,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Central Great Plains,3,11.664,WWAC,NA,,0.916600563,A,NA,,NA,,0.916600563,A
Blue Thumb,Honey Creek:  Berry Bluff,OK121600-03-0445J,OK621200050250_00,36.54222222,-94.71052778,7583213,8/4/2011,2011,3,OK121600-03-0445J_3,Delaware,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Central Great Plains,3,11.664,WWAC,NA,,1.045562621,A,NA,,NA,,1.045562621,A
Blue Thumb,Honey Creek:  Gerstner,OK121600-03-0445D,OK121600030445_00,36.54583333,-94.739,7583463,1/18/2001,2001,1,OK121600-03-0445D_1,Delaware,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,174.5424,CWAC,NA,,0.553289143,F,NA,,NA,,0.553289143,F
Blue Thumb,Honey Creek:  Needham,OK121600-03-0445N,OK121600030445_00,36.54430556,-94.68819444,7583213,8/18/2004,2004,1,OK121600-03-0445N_1,Delaware,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,150.2127,CWAC,NA,,0.79898613,B,1.020723786,A,0.930110731,A,0.916606882,A
Blue Thumb,Honey Creek:  Needham,OK121600-03-0445N,OK121600030445_00,36.54430556,-94.68819444,7583213,1/31/2006,2006,2,OK121600-03-0445N_2,Delaware,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,150.2127,CWAC,NA,,0.878850917,B,NA,,NA,,0.878850917,B
Blue Thumb,Horse Creek: S 540 Rd,OK121600-03-0160E,OK121600030160_00,36.677748,-94.908947,7583201,3/15/2017,2017,4,OK121600-03-0160E_4,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,3,129.5739,WWAC,NA,,0.519346141,F,NA,,NA,,0.519346141,F
Blue Thumb,Horse Creek: S 540 Rd,OK121600-03-0160E,OK121600030160_00,36.677748,-94.908947,7583201,3/4/2021,2021,5,OK121600-03-0160E_5,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,3,129.5739,WWAC,NA,,0.408886104,F,NA,,NA,,0.408886104,F
Blue Thumb,Jackson Creek: Pearce,OK410310-01-0190G,OK410310010190_00,34.730183,-95.092756,589286,2/19/2020,2020,4,OK410310-01-0190G_4,Latimer,L Red,Little R.,11140105,1.11401E+11,Athens Plateau,Ouachita Mountains,Ouachita Mountains,3,18.495,WWAC,NA,,0.950633601,A,NA,,NA,,0.950633601,A
Blue Thumb,Jimmy Creek:  Prose,OK311300-01-0400C,OK311300040100_00,34.7864,-98.58164,673246,8/8/2007,2007,2,OK311300-01-0400C_2,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Wichita Mountains,3,29.6118,WWAC,NA,,0.944948909,A,0.8846154,B,1,A,0.943188103,A
Blue Thumb,Jimmy Creek:  Prose,OK311300-01-0400C,OK311300040100_00,34.7864,-98.58164,673246,5/27/2014,2014,3,OK311300-01-0400C_3,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Wichita Mountains,3,29.6118,WWAC,NA,,0.872605788,B,0.961538462,A,0.883096019,B,0.905746756,A
Blue Thumb,Joe Creek: Metro Christian,OK120420-01-0050L,OK120420010050_00,36.068273,-95.9616802,367965,3/11/2014,2014,3,OK120420-01-0050L_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,33.0957,WWAC,NA,,0.700233473,C,NA,,NA,,0.700233473,C
Blue Thumb,Kiowa Creek: Hollow N1620,OK720500-02-0130H,OK720500020130_00,36.658766,-100.10926,13822538,2/17/2018,2018,4,OK720500-02-0130H_4,Beaver,Cimarron-Upper Arkansas,Canadian R.,11100201,1.11002E+11,Canadian/Cimarron Breaks,Southwestern Tablelands,Southwestern Tablelands,4,1609.0992,WWAC,NA,,0.518894594,F,NA,,NA,,0.518894594,F
Blue Thumb,Lake Creek: Winter Smith Bridge,OK410400-04-0010X,OK410400040010_00,34.75786,-96.65497,6066250,7/28/2011,2011,2,OK410400-04-0010X_2,Pontotoc,L Red,Lower Red R.,11140104,1.11401E+11,Western Cross Timbers,Cross Timbers,Arkansas Valley,2,5.1489,WWAC,NA,,0.5497867,F,0.481481481,F,0.890929624,B,0.640732602,D
Blue Thumb,Lake Creek: Winter Smith Bridge,OK410400-04-0010X,OK410400040010_00,34.75786,-96.65497,6066250,8/5/2015,2015,3,OK410400-04-0010X_3,Pontotoc,L Red,Lower Red R.,11140104,1.11401E+11,Western Cross Timbers,Cross Timbers,Arkansas Valley,2,5.1489,WWAC,NA,,0.3099059,F,0.4814815,F,0.844011401,B,0.545132934,F
Blue Thumb,Lariat Creek:  E 940 (American Horse Road),OK520620-01-0060T,OK520620010060_00,35.65265,-98.427367,5266364,6/18/2009,2009,2,OK520620-01-0060T_2,Blaine,U Canadian,Canadian R.,11090201,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,15.9678,WWAC,NA,,0.550312973,F,0.402144772,F,0.71761065,C,0.556689465,F
Blue Thumb,Lightning Creek: SE 35th St.,OK520500-00-0160H,OK520520000160_00,35.4295,-97.5131,415473,2/21/2015,2015,3,OK520500-00-0160H_3,Oklahoma,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,37.1664,WWAC,NA,,0.566237659,F,NA,,NA,,0.566237659,F
Blue Thumb,Lightning Creek: SE 35th St.,OK520500-00-0160H,OK520520000160_00,35.4295,-97.5131,415473,9/14/2017,2017,4,OK520500-00-0160H_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,37.1664,WWAC,NA,,0.462340529,F,NA,,NA,,0.462340529,F
Blue Thumb,Little Beaver Creek:  E 0030 Road,OK621210-00-0080T,OK621210000080_00,36.96991667,-96.81088889,21037919,9/7/2004,2004,1,OK621210-00-0080T_1,Kay,Cimarron-Upper Arkansas,Arkansas R.,11060001,1.106E+11,Flint Hills,Flint Hills,Flint Hills,3,56.2914,WWAC,NA,,0.976175528,A,0.730769231,C,0.918500451,A,0.875148403,B
Blue Thumb,"Little Deep Creek:  Weatherford, Upstream of Treatment Plant",OK520620-06-0040C,OK520620060040_00,35.51852778,-98.70008333,5266656,6/27/2014,2014,3,OK520620-06-0040C_3,Custer,U Canadian,Canadian R.,11090201,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,39.0591,HLAC,NA,,0.658173216,D,NA,F,1,A,0.829086608,B
Blue Thumb,"Little Deep Creek:  Weatherford, Upstream of Treatment Plant",OK520620-06-0040C,OK520620060040_00,35.51852778,-98.70008333,5266656,7/20/2010,2010,2,OK520620-06-0040C_2,Custer,U Canadian,Canadian R.,11090201,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,39.0591,HLAC,NA,,0.691229989,D,NA,F,0.921739419,A,0.806484704,B
Blue Thumb,"Little Deep Creek:  Weatherford, Upstream of Treatment Plant",OK520620-06-0040C,OK520620060040_00,35.51852778,-98.70008333,5266656,7/20/2010,2006,2,OK520620-06-0040C_2,Custer,U Canadian,Canadian R.,11090201,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,39.0591,HLAC,NA,,0.691229989,D,NA,F,0.921739419,A,0.806484704,B
Blue Thumb,"Little Deep Creek:  Weatherford, Upstream of Treatment Plant",OK520620-06-0040C,OK520620060040_00,35.51853,-98.70008,5266656,7/25/2019,2019,4,OK520620-06-0040C_4,Custer,U Canadian,Canadian R.,11090201,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,39.0591,HLAC,NA,,0.645158197,D,NA,F,0.712203924,C,0.678681061,D
Blue Thumb,"Little Deep Creek:  Weatherford, Upstream of Treatment Plant",OK520620-06-0040C,OK520620060040_00,35.51852778,-98.70008333,5266656,2/22/2021,2021,5,OK520620-06-0040C_5,Custer,U Canadian,Canadian R.,11090201,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,39.0591,HLAC,NA,,0.806782898,B,NA,,NA,,0.806782898,B
Blue Thumb,"Little Deep Creek:  Weatherford, Upstream of Treatment Plant",OK520620-06-0040C,OK520620060040_00,35.51852778,-98.70008333,5266656,7/29/2004,2004,1,OK520620-06-0040C_1,Custer,U Canadian,Canadian R.,11090201,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,39.0591,HLAC,NA,,0.713768634,C,NA,,NA,,0.713768634,C
Blue Thumb,Little Deep Fork  (2):  N 3650,OK520700-06-0010P,OK520700060130_10,35.81188889,-96.512,535589,8/15/2003,2003,1,OK520700-06-0010P_1,Creek,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,4,166.1004,WWAC,NA,,0.615856329,D,0.483516484,F,NA,,0.549686406,F
Blue Thumb,Little Deep Fork Creek:  E 0830 Road,OK520700-06-0130L,OK520700060130_10,35.813484,-96.435346,535603,2/3/2009,2009,2,OK520700-06-0130L_2,Creek,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,4,214.0218,WWAC,NA,,0.8624833,B,NA,,NA,,0.8624833,B
