SiteName,WBID,IR_WBID,Latitude,Longitude,SAMPLEID,Date,Year,HUC_8,RiverBasin,Cycle,PCID,COMID,Basin,Mod_Ecoregion,Old.Ecoregion,Watershed_Area,F.WP,Total.Individuals,Total.Species,Sensitive.Benthic,Sunfish.Species,Intolerant.Species,Percent.Tolerant,Percent.Insectivore,Percent.Lithophil,Percent.DELT,Total.Species.IBI,Sensitive.Benthic.IBI,Sunfish.Species.IBI,Intolerant.Species.IBI,Percent.Tolerant.IBI,Percent.Insectivore.IBI,Percent.Lithophil.IBI,OKIBI.Score,Percent.Reference,Fish.Score,Letter.Grade,Task
Washita River:  Riverside,OK310840-01-0010L,OK310840010020_00,35.6374722,-99.2741388,33826,9/28/2005,2005,11130301,Washita R.,1,OK310840-01-0010L_1,3142656,Washita-Red,Central Great Plains,Central Great Plains,3565.229,WWAC,103,5,0,0,0,1,0,0,0,3,1,1,1,1,1,1,9,0.402144772,Very Poor,,Blue Thumb
West Cache Creek,OK311310-02-0020T,OK311310020020_10,34.62699,-98.64412,62319,7/11/2019,2019,11130203,Upper Red R.,4,OK311310-02-0020T_4,572622,Washita-Red,Central Great Plains,Central Great Plains,99.6525,WWAC,790,13,2,7,0,0.634177215,0.070886076,0.263291139,0,5,5,5,1,1,1,3,21,0.938337802,Excellent,,Blue Thumb
West Cache Creek:  Boulder Picnic Area,OK311310-02-0140T,OK311310020140_00,34.7000277,-98.6769166,33824,9/27/2005,2005,11130203,Upper Red R.,1,OK311310-02-0140T_1,572520,Washita-Red,Central Great Plains,Central Great Plains,48.9744,WWAC,707,7,0,6,0,0.749646393,0,0,0,3,1,5,1,1,1,1,13,0.580875782,Poor,,Blue Thumb
West Cache Creek:  Boulder Picnic Area,OK311310-02-0140T,OK311310020140_00,34.7000277,-98.6769166,44216,7/14/2009,2009,11130203,Upper Red R.,2,OK311310-02-0140T_2,572520,Washita-Red,Central Great Plains,Central Great Plains,48.9744,WWAC,1099,10,1,6,0,0.870791629,0,0.003639672,0,5,3,5,1,1,1,1,17,0.759606792,Fair,,Blue Thumb
West Cache Creek:  Boulder Picnic Area,OK311310-02-0140T,OK311310020140_00,34.7000277,-98.6769166,44209,7/14/2009,2009,11130203,Upper Red R.,2,OK311310-02-0140T_2,572520,Washita-Red,Central Great Plains,Central Great Plains,48.9744,WWAC,1440,13,4,7,1,0.868055556,0,0.004861111,0,5,5,5,5,1,1,1,23,1.027703307,Excellent,,Blue Thumb
West Elm Creek:  S.E. 164th,OK520810-00-0140G,OK520810000140_00,35.305,-97.35638889,35745,7/28/2010,2006,11090203,Canadian R.,2,OK520810-00-0140G_2,481876,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,45.7776,WWAC,748,13,2,4,1,0.889037433,0.026737968,0.080213904,0,3,3,3,3,1,1,1,15,0.659340659,Fair,,Blue Thumb
West Elm Creek:  S.E. 164th,OK520810-00-0140G,OK520810000140_00,35.305,-97.35638889,48329,7/28/2010,2010,11090203,Canadian R.,2,OK520810-00-0140G_2,481876,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,45.7776,WWAC,662,16,2,7,1,0.163141994,0.01510574,0.818731118,0,5,3,5,3,3,1,5,25,1.098901099,Excellent,,Blue Thumb
West Elm: Douglas Blvd.,OK520810-00-0140K,OK520810000140_00,35.31817,-97.3706,55666,7/15/2015,2015,11090203,Canadian R.,3,OK520810-00-0140K_3,481876,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,45.7776,WWAC,243,20,2,7,1,0.934156379,0.041152263,0.012345679,0,5,3,5,3,1,1,1,19,0.835164835,Good,,Blue Thumb
West Elm: Douglas Blvd.,OK520810-00-0140K,OK520810000140_00,35.31817,-97.3706,60619,8/29/2018,2018,11090203,Canadian R.,4,OK520810-00-0140K_4,481876,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,45.7776,WWAC,362,12,2,6,1,0.428176796,0.165745856,0.406077348,0,3,3,5,3,1,1,5,21,0.923076923,Excellent,,Blue Thumb
Wewoka Creek:  Lima (N 3610),OK520500-02-0010Q,OK520500020010_00,35.1721944,-96.5816666,31143,9/1/2004,2004,11100302,Canadian R.,1,OK520500-02-0010Q_1,418153,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,245.862,WWAC,796,13,1,5,1,0.793969849,0.204773869,0,0,3,1,5,3,1,3,1,17,0.747252747,Fair,,Blue Thumb
Wewoka Creek:  Lima (N 3610),OK520500-02-0010Q,OK520500020010_00,35.1721944,-96.5816666,36246,8/9/2006,2006,11100302,Canadian R.,2,OK520500-02-0010Q_2,418153,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,245.862,WWAC,1194,18,2,6,1,0.866834171,0.131490787,0.001675042,0,5,3,5,3,1,1,1,19,0.835164835,Good,,Blue Thumb
"Whitewater Creek:  D 4650, Scott",OK121600-03-0320K,OK121600030320_00,36.497,-94.75716667,35775,7/25/2006,2006,11070206,Arkansas R.,2,OK121600-03-0320K_2,7585095,Neosho-Grand,Ozark Highlands,Ozark Highlands,66.2247,CWAC,2060,10,6,0,7,0,0.71407767,0.998543689,0,3,5,1,3,5,5,5,27,0.801900802,Good,,Blue Thumb
Whitewater Creek:  E 330 Road,OK121600-03-0320G,OK121600030320_00,36.539,-94.7596389,35774,7/24/2006,2006,11070206,Arkansas R.,2,OK121600-03-0320G_2,7583465,Neosho-Grand,Ouachita Mountains,Ozark Highlands,79.9821,CWAC,762,23,7,6,9,0.208661417,0.337270341,0.776902887,0,5,5,5,5,3,3,5,31,1.107142857,Excellent,,Blue Thumb
Whitewater Creek:  E 330 Road,OK121600-03-0320G,OK121600030320_00,36.539,-94.75964,56993,1/17/2017,2016,11070206,Arkansas R.,4,OK121600-03-0320G_4,7583465,Neosho-Grand,Ouachita Mountains,Ozark Highlands,79.9821,CWAC,666,23,8,7,11,0.097597598,0.148648649,0.893393393,0,5,5,5,5,5,1,5,31,1.107142857,Excellent,,Blue Thumb
Whitewater Creek:  E 330 Road,OK121600-03-0320G,OK121600030320_00,36.539,-94.7596389,65652,7/26/2021,2021,11070206,Arkansas R.,5,OK121600-03-0320G_5,7583465,Neosho-Grand,Ozark Highlands,,29.85801738,CWAC,2541,23,10,7,13,0,0.219205037,0.898858717,0,5,5,5,5,5,3,5,33,0.98010098,Excellent,A,Blue Thumb
Whitewater Creek:  E 330 Road,OK121600-03-0320G,OK121600030320_00,36.539,-94.7596389,65652,7/26/2021,2021,11070206,Arkansas R.,5,OK121600-03-0320G_5,7583465,Neosho-Grand,Ozark Highlands,,29.85801738,CWAC,2541,23,10,7,13,0.084612357,0.219205037,0.898858717,0,5,5,5,5,5,3,5,33,0.98010098,Excellent,A,Blue Thumb
Wildhorse Creek:  N 3520 Road,OK620900-01-0320G,OK620900010320_00,35.92025,-96.7316111,33755,8/3/2005,2005,11050003,Cimarron R.,1,OK620900-01-0320G_1,496360,Cimarron-Upper Arkansas,Cross Timbers,Central Oklahoma/Texas Plains,49.0545,WWAC,613,15,3,7,1,0.905383361,0.021207178,0.065252855,0,5,5,5,3,1,1,1,21,0.923076923,Excellent,,Blue Thumb
Wolf Creek:  McMahon Soccer Park,OK311300-02-0040M,OK311300020040_00,34.59065,-98.43493333,38167,8/9/2007,2007,11130202,Upper Red R.,2,OK311300-02-0040M_2,673458,Washita-Red,Central Great Plains,Central Great Plains,78.5304,WWAC,287,18,2,6,2,0.470383275,0.257839721,0.261324042,0,5,5,5,5,1,3,3,27,1.206434316,Excellent,,Blue Thumb
Wolf Creek:  McMahon Soccer Park,OK311300-02-0040M,OK311300020040_00,34.59065,-98.43493,53899,8/7/2014,2014,11130202,Upper Red R.,3,OK311300-02-0040M_3,673458,Washita-Red,Central Great Plains,Central Great Plains,78.5304,WWAC,576,6,2,1,0,0.727430556,0.130208333,0.142361111,0,3,5,1,1,1,1,1,13,0.580875782,Poor,,Blue Thumb
Wolf Creek:  McMahon Soccer Park,OK311300-02-0040M,OK311300020040_00,34.59065,-98.43493,62322,7/16/2019,2019,11130202,Upper Red R.,4,OK311300-02-0040M_4,673458,Washita-Red,Central Great Plains,Central Great Plains,78.5304,WWAC,181,12,3,5,1,0.26519337,0.016574586,0.718232044,0,5,5,5,5,1,1,5,27,1.206434316,Excellent,,Blue Thumb
Wolf Creek:  US Hwy 283,OK720500-03-0010T,OK720500030010_00,36.30192,-99.88236,58993,1/16/2018,2017,11100203,Canadian R.,4,OK720500-03-0010T_4,13812850,Cimarron-Upper Arkansas,Southwestern Tablelands,Southwestern Tablelands,3635.348,WWAC,425,9,0,4,0,1,0,0,0,5,1,5,1,1,1,1,15,0.625,Fair,,Blue Thumb
Wolf Creek:  US Hwy 46,OK720500-03-0010M,OK720500030010_00,36.32638889,-99.76080556,33819,9/13/2005,2005,11100203,Canadian R.,1,OK720500-03-0010M_1,13813330,Cimarron-Upper Arkansas,Southwestern Tablelands,Southwestern Tablelands,3782.673,WWAC,243,9,2,2,1,0.95473251,0.012345679,0,0,5,5,3,5,1,1,1,21,0.875,Good,,Blue Thumb
Wolf Creek:  US Hwy 46,OK720500-03-0010M,OK720500030010_00,36.32638889,-99.76080556,44194,6/24/2009,2009,11100203,Canadian R.,2,OK720500-03-0010M_2,13813330,Cimarron-Upper Arkansas,Southwestern Tablelands,Southwestern Tablelands,3782.673,WWAC,416,8,1,3,1,0.920673077,0.079326923,0,0,5,5,5,5,1,1,1,23,0.958333333,Excellent,,Blue Thumb
Wolf Creek: Gore Blvd.,OK311300-02-0040X,OK311300020040_00,34.60876,-98.44398,56724,7/28/2016,2016,11130202,Upper Red R.,4,OK311300-02-0040X_4,673458,Washita-Red,Central Great Plains,Central Great Plains,78.5304,WWAC,442,18,2,8,0,0.918552036,0.031674208,0.027149321,0,5,5,5,1,1,1,1,19,0.848972297,Good,,Blue Thumb
Wolf Creek: Gore Blvd.,OK311300-02-0040X,OK311300020040_00,34.60876,-98.44398,56720,7/28/2016,2016,11130202,Upper Red R.,4,OK311300-02-0040X_4,673458,Washita-Red,Central Great Plains,Central Great Plains,78.5304,WWAC,1107,17,3,7,1,0.724480578,0.076784101,0.173441734,0,5,5,5,5,1,1,1,23,1.027703307,Excellent,,Blue Thumb
Wolf Creek: Gore Blvd.,OK311300-02-0040X,OK311300020040_00,34.60876,-98.44398,62320,7/28/2016,2019,11130202,Upper Red R.,4,OK311300-02-0040X_4,673458,Washita-Red,Central Great Plains,Central Great Plains,78.5304,WWAC,771,15,3,8,1,0.250324254,0.04150454,0.704280156,0,5,5,5,5,1,1,5,27,1.206434316,Excellent,,Blue Thumb
"Woods Creek:  Hwy 63, Whitesboro",OK410310-02-0050D,OK410310020050_00,34.69272222,-94.88238889,37351,7/1/2011,2007,11140105,Little R.,2,OK410310-02-0050D_2,587198,L Red,Ouachita Mountains,Ouachita Mountains,15.9858,WWAC,188,8,1,3,0,0.069148936,0.021276596,0.893617021,0,3,1,5,1,5,1,5,21,0.797569313,Good,,Blue Thumb
"Woods Creek:  Hwy 63, Whitesboro",OK410310-02-0050D,OK410310020050_00,34.69272222,-94.88238889,48473,7/1/2011,2011,11140105,Little R.,2,OK410310-02-0050D_2,587198,L Red,Ouachita Mountains,Ouachita Mountains,15.9858,WWAC,40,6,2,3,1,0.85,0,0.15,0,3,3,5,1,1,1,1,15,0.569692366,Poor,,Blue Thumb
Yashoo Creek:  Little River NWR,OK410200-01-0230B,OK410200010200_00,33.9486944,-94.7345,33764,8/31/2005,2005,11140107,Little R.,1,OK410200-01-0230B_1,618616,L Red,South Central Plains,South Central Plains,170.2449,CWAC,514,21,3,8,6,0.416342412,0.317120623,0.284046693,0,5,3,5,5,1,3,3,25,1,Excellent,,Blue Thumb
Yashoo Creek:  Little River NWR,OK410200-01-0230B,OK410200010200_00,33.9486944,-94.7345,48471,6/29/2011,2011,11140107,Little R.,2,OK410200-01-0230B_2,618616,L Red,South Central Plains,South Central Plains,170.2449,CWAC,376,22,4,6,6,0.579787234,0.146276596,0.218085106,0,5,3,5,5,1,1,3,23,0.92,Excellent,,Blue Thumb
Yashoo Creek:  Little River NWR,OK410200-01-0230B,OK410200010200_00,33.94869,-94.7345,56729,8/9/2016,2016,11140107,Little R.,3,OK410200-01-0230B_3,618616,L Red,South Central Plains,South Central Plains,170.2449,CWAC,599,29,6,8,8,0.647746244,0.141903172,0.135225376,0,5,5,5,5,1,1,1,23,0.92,Excellent,,Blue Thumb
